region_name,state_name,lat_max,lat_min,lng_max,lng_min,lat_avg,lng_avg,yearly_sunlight_kwh_kw_threshold_avg,count_qualified,percent_covered,percent_qualified,number_of_panels_n,number_of_panels_s,number_of_panels_e,number_of_panels_w,number_of_panels_f,number_of_panels_median,number_of_panels_total,kw_median,kw_total,yearly_sunlight_kwh_n,yearly_sunlight_kwh_s,yearly_sunlight_kwh_e,yearly_sunlight_kwh_w,yearly_sunlight_kwh_f,yearly_sunlight_kwh_median,yearly_sunlight_kwh_total,install_size_kw_buckets_json,carbon_offset_metric_tons,existing_installs_count
Coffee County,Alabama,31.614323,31.2135506,-85.7903089,-86.1873735,31.3333032578723,-85.8744814901293,1114.35,4394,60.577626127224,88.3926775296721,47919,69205,64306,78574,225207,51,485211,12.75,121302.75,14202889.7590393,24635681.6337891,20701876.6170044,25245316.3331238,77277339.9990968,16403.7283203125,162063104.342054,"[[0,663],[5,1025],[10,843],[15,657],[20,356],[25,176],[30,86],[35,83],[40,60],[45,45],[50,39],[55,37],[60,24],[65,26],[70,21],[75,15],[80,18],[85,12],[90,10],[95,7],[100,11],[105,14],[110,5],[115,6],[120,12],[125,8],[130,5],[135,7],[140,4],[145,7],[150,7],[155,4],[160,2],[165,1],[170,3],[175,2],[180,5],[185,1],[190,1],[195,3],[200,3],[205,1],[210,6],[215,2],[220,2],[225,2],[230,3],[235,4],[240,1],[250,4],[255,1],[260,2],[280,1],[285,2],[290,1],[305,2],[320,1],[325,1],[340,2],[345,2],[350,1],[355,1],[360,2],[370,1],[390,1],[420,1],[435,1],[445,1],[460,1],[465,1],[485,1],[490,2],[515,1],[525,1],[540,1],[570,3],[645,2],[650,1],[700,1],[710,1],[810,1],[880,1],[925,1],[990,2],[995,9],[1000,1]]",96360.4657313972,1
Colbert County,Alabama,34.8540427,34.5727072,-87.4761256,-88.0836069,34.7423681890847,-87.6842804706461,1056.55,6767,75.7532689027857,84.6404002501564,69668,119641,59921,86120,339641,44,674991,11,168747.75,19764373.8183594,40021894.088025,18167762.5589844,26062713.101123,109660152.928241,13633.9528930664,213676896.494733,"[[0,1186],[5,1831],[10,1345],[15,810],[20,394],[25,200],[30,129],[35,102],[40,70],[45,72],[50,65],[55,46],[60,50],[65,44],[70,30],[75,42],[80,27],[85,28],[90,21],[95,10],[100,21],[105,20],[110,11],[115,9],[120,14],[125,15],[130,11],[135,6],[140,9],[145,11],[150,8],[155,7],[160,4],[165,4],[170,3],[175,2],[180,4],[185,2],[190,6],[195,2],[200,4],[205,2],[210,4],[215,3],[220,3],[230,3],[235,2],[240,2],[245,4],[250,2],[255,5],[260,3],[265,1],[270,1],[275,1],[280,3],[295,1],[300,1],[305,2],[310,1],[315,3],[325,1],[360,1],[385,1],[390,1],[400,2],[405,1],[430,1],[435,1],[445,1],[450,1],[455,1],[480,1],[490,1],[515,1],[540,1],[545,1],[560,1],[575,1],[595,1],[605,1],[615,1],[700,1],[705,1],[735,1],[845,1],[900,2],[965,1],[990,1],[995,14],[1000,1]]",163167.342442119,5
Cole County,Missouri,38.6348578,38.376466,-92.0186719,-92.449193,38.5694889596488,-92.2163579089354,1064.2,7026,90,85.693377241127,32415,112929,87896,90704,504812,39,828756,9.75,207189,8934591.07263794,38380921.8620787,26727963.9672179,27316545.9646057,160740650.0466,12260.2646972656,262100672.91314,"[[0,1398],[5,2157],[10,1256],[15,583],[20,307],[25,193],[30,131],[35,102],[40,94],[45,82],[50,58],[55,49],[60,34],[65,31],[70,44],[75,26],[80,25],[85,25],[90,19],[95,25],[100,13],[105,18],[110,20],[115,18],[120,18],[125,19],[130,9],[135,12],[140,13],[145,13],[150,12],[155,7],[160,3],[165,8],[170,2],[175,7],[180,8],[185,7],[190,5],[195,5],[200,6],[205,5],[210,1],[215,4],[220,3],[225,4],[230,4],[235,3],[240,6],[245,1],[250,5],[255,5],[260,2],[265,3],[270,4],[275,4],[280,2],[285,1],[290,4],[295,2],[305,2],[310,1],[320,4],[325,1],[330,1],[335,2],[340,2],[345,1],[350,1],[355,2],[360,2],[370,2],[380,2],[385,1],[395,2],[400,1],[420,2],[430,2],[435,1],[440,2],[445,1],[450,1],[455,2],[465,1],[475,3],[495,2],[500,1],[505,2],[520,1],[525,1],[530,1],[535,1],[555,1],[560,1],[575,1],[590,1],[600,1],[610,1],[620,1],[660,1],[670,1],[685,1],[695,1],[700,1],[725,2],[735,2],[750,1],[760,1],[775,1],[785,1],[805,1],[810,1],[815,1],[825,1],[835,1],[875,1],[925,1],[955,1],[960,1],[965,1],[995,13],[1000,7]]",221160.068796187,7
Collier County,Florida,26.5161041,25.8066037,-80.8737971,-81.8447416,26.1864393079555,-81.7066157809771,1201.05,80656,74.7334764213855,95.3256668754654,842212,1968361,1461593,1799115,1887693,66,7958974,16.5,1989743.5,262747343.152044,737315547.858776,495632265.366451,613283983.239947,682920444.442739,23056.2462646484,2791899584.05995,"[[0,4544],[5,12831],[10,17573],[15,14883],[20,9903],[25,6351],[30,3884],[35,2447],[40,1598],[45,1016],[50,703],[55,615],[60,518],[65,389],[70,310],[75,249],[80,243],[85,224],[90,213],[95,168],[100,170],[105,170],[110,144],[115,151],[120,128],[125,89],[130,75],[135,68],[140,44],[145,59],[150,52],[155,53],[160,28],[165,23],[170,37],[175,36],[180,30],[185,25],[190,30],[195,22],[200,23],[205,20],[210,15],[215,20],[220,18],[225,9],[230,19],[235,7],[240,14],[245,16],[250,14],[255,11],[260,16],[265,10],[270,10],[275,15],[280,4],[285,8],[290,6],[295,2],[300,7],[305,3],[310,11],[315,4],[320,8],[325,7],[330,2],[335,8],[340,4],[345,6],[350,8],[355,2],[360,7],[365,5],[370,3],[375,5],[380,4],[385,3],[390,3],[395,3],[400,1],[405,5],[415,3],[420,4],[425,3],[430,6],[435,4],[445,4],[455,4],[460,4],[465,2],[470,2],[475,1],[480,1],[485,1],[490,1],[495,1],[500,3],[505,1],[510,1],[515,1],[520,2],[525,1],[530,1],[535,1],[540,3],[545,1],[555,1],[560,1],[565,1],[570,1],[580,4],[600,1],[605,5],[615,2],[620,1],[625,1],[630,1],[635,2],[640,1],[645,2],[650,2],[655,3],[665,1],[670,4],[690,1],[695,1],[700,1],[705,1],[710,3],[720,1],[725,1],[730,2],[735,3],[740,1],[745,1],[755,1],[765,1],[780,3],[790,1],[795,2],[805,2],[815,1],[825,2],[835,1],[850,1],[860,1],[880,1],[895,1],[905,1],[945,3],[950,1],[955,2],[975,1],[980,1],[985,1],[990,8],[995,35],[1000,17]]",1492308.49439301,4181
Collin County,Texas,33.3997702,32.9818458,-96.2953432,-96.8436846,33.1074762347147,-96.6853356938283,1143.25,190291,74.981181469959,94.1056327580238,464628,3143972,1602946,3079903,4465012,38,12756461,9.5,3189115.25,137289704.104345,1136842127.46586,497613999.148506,998329450.239025,1540632714.19907,12799.263269043,4310707995.15681,"[[0,29919],[5,69754],[10,48341],[15,20947],[20,7377],[25,3086],[30,1979],[35,1570],[40,1176],[45,794],[50,577],[55,439],[60,318],[65,281],[70,234],[75,217],[80,165],[85,156],[90,112],[95,140],[100,114],[105,90],[110,75],[115,84],[120,69],[125,64],[130,63],[135,57],[140,54],[145,67],[150,50],[155,54],[160,53],[165,42],[170,39],[175,41],[180,42],[185,36],[190,35],[195,25],[200,29],[205,29],[210,24],[215,22],[220,31],[225,22],[230,20],[235,26],[240,21],[245,22],[250,24],[255,22],[260,21],[265,16],[270,16],[275,23],[280,17],[285,17],[290,17],[295,21],[300,14],[305,13],[310,20],[315,12],[320,7],[325,10],[330,6],[335,17],[340,11],[345,8],[350,18],[355,13],[360,9],[365,15],[370,14],[375,8],[380,16],[385,14],[390,8],[395,10],[400,11],[405,15],[410,9],[415,13],[420,6],[425,8],[430,13],[435,12],[440,10],[445,8],[450,9],[455,5],[460,5],[465,11],[470,7],[475,9],[480,4],[485,10],[490,8],[495,2],[500,6],[505,6],[510,9],[515,7],[520,11],[525,4],[530,6],[535,6],[540,8],[545,10],[550,6],[555,6],[560,8],[565,2],[570,5],[575,10],[580,9],[585,6],[590,8],[595,6],[600,7],[605,6],[610,6],[615,4],[620,2],[625,3],[630,3],[635,5],[640,9],[645,3],[650,5],[655,8],[660,5],[665,4],[670,1],[675,3],[680,6],[685,6],[690,2],[695,5],[700,4],[705,3],[710,7],[715,3],[720,3],[725,5],[730,9],[735,9],[740,2],[745,2],[750,5],[755,11],[760,5],[765,5],[770,9],[775,9],[780,6],[785,6],[790,3],[795,2],[800,3],[805,3],[810,1],[815,3],[820,2],[825,2],[830,7],[835,7],[840,2],[845,3],[850,4],[855,5],[860,3],[865,2],[870,3],[875,2],[880,3],[885,5],[890,2],[895,2],[900,3],[905,3],[910,3],[915,2],[920,2],[925,3],[930,2],[935,4],[940,1],[945,2],[950,2],[955,3],[960,1],[965,3],[970,5],[975,4],[980,2],[985,2],[990,17],[995,176],[1000,53]]",2096238.88133799,951
Columbia County,Pennsylvania,41.3084638,40.7774482,-76.2285617,-76.5993213,41.0313815317622,-76.3713960428822,957.1,5914,61.2886673508283,70.7331658892477,28756,81881,41414,61571,323282,27,536904,6.75,134226,7180184.94790649,24567795.251355,10800929.2856079,17351185.4812012,93508788.8285889,7602.40809326172,153408883.794659,"[[0,2036],[5,1892],[10,782],[15,350],[20,168],[25,113],[30,70],[35,38],[40,46],[45,36],[50,31],[55,21],[60,31],[65,17],[70,22],[75,10],[80,12],[85,13],[90,16],[95,6],[100,7],[105,4],[110,7],[115,5],[120,9],[125,5],[130,8],[135,3],[140,7],[145,6],[150,5],[155,4],[160,4],[165,2],[170,4],[175,5],[180,7],[190,1],[195,3],[200,4],[205,3],[210,2],[215,2],[220,1],[225,7],[235,3],[240,4],[245,3],[250,1],[255,2],[260,1],[265,3],[270,4],[275,1],[280,1],[285,2],[290,2],[300,1],[335,1],[340,1],[355,1],[380,1],[410,1],[475,1],[480,2],[495,1],[505,1],[510,1],[525,1],[545,1],[560,1],[570,1],[590,2],[595,1],[645,2],[660,1],[695,1],[700,1],[710,1],[715,2],[725,2],[745,1],[755,1],[760,1],[790,1],[825,1],[885,1],[920,1],[950,1],[990,2],[995,20],[1000,3]]",97485.3061806056,9
Columbia County,Oregon,46.1564328,45.7214757,-122.7675167,-123.3096926,45.8514459998451,-122.895632136767,832.15,790,7.18013419739634,63.0990415335463,3081,9023,7189,8709,19471,33,47473,8.25,11868.25,662383.660247803,2283901.71850586,1654199.25934143,2045274.80796814,4734924.03814697,7769.33203125,11380683.4842102,"[[0,222],[5,236],[10,140],[15,88],[20,33],[25,19],[30,11],[35,4],[40,4],[45,2],[50,1],[55,3],[60,2],[65,2],[70,2],[75,2],[80,1],[95,2],[105,1],[110,1],[115,1],[125,1],[135,1],[140,1],[145,1],[160,1],[165,1],[180,1],[195,1],[225,1],[240,1],[265,1],[390,1],[435,1]]",3026.21869180601,0
Columbia County,Georgia,33.673829,33.3764164,-82.0375103,-82.4048317,33.5135263664077,-82.1632659679491,1105,35160,86.4687341128622,82.6885538910186,84403,578321,338810,389169,501308,35,1892011,8.75,473002.75,24194075.5185181,196303789.233796,104057557.065844,121877477.288568,167650907.378967,11116.0289794922,614083806.485689,"[[0,7251],[5,13192],[10,8284],[15,3384],[20,1176],[25,460],[30,207],[35,155],[40,116],[45,110],[50,97],[55,74],[60,66],[65,55],[70,38],[75,43],[80,35],[85,26],[90,16],[95,17],[100,26],[105,18],[110,18],[115,15],[120,14],[125,11],[130,9],[135,13],[140,11],[145,10],[150,4],[155,9],[160,11],[165,3],[170,7],[175,8],[180,3],[185,5],[190,3],[195,3],[200,3],[205,6],[210,4],[215,6],[220,4],[225,2],[230,6],[235,4],[240,1],[245,4],[250,1],[255,3],[260,2],[265,2],[270,3],[275,4],[280,1],[285,2],[290,1],[305,2],[310,2],[315,1],[320,1],[330,2],[335,4],[340,4],[345,2],[350,1],[355,1],[370,2],[380,2],[395,2],[405,1],[415,1],[420,1],[425,2],[430,1],[435,2],[445,1],[455,1],[460,1],[480,1],[485,1],[495,3],[500,2],[515,1],[540,1],[570,1],[575,2],[590,2],[595,3],[600,3],[605,1],[610,1],[615,1],[625,2],[630,1],[645,1],[665,1],[715,1],[735,1],[745,1],[840,1],[870,1],[895,1],[900,1],[915,1],[920,1],[955,1],[975,2],[995,16],[1000,5]]",365125.682562384,38
Comal County,Texas,29.9788352,29.5966326,-98.0009086,-98.6444611,29.7653529738856,-98.2329408234101,1099.05,28425,58.4761108789525,84.6385183420677,233736,428703,315286,401714,877719,44,2257158,11,564289.5,68594923.5776127,145402839.912573,96538659.1533451,132091965.902142,296250746.320287,14214.5977294922,738879134.86596,"[[0,4439],[5,8106],[10,6501],[15,3796],[20,2040],[25,978],[30,546],[35,340],[40,224],[45,147],[50,136],[55,97],[60,97],[65,66],[70,79],[75,68],[80,46],[85,45],[90,35],[95,38],[100,33],[105,28],[110,31],[115,29],[120,22],[125,19],[130,20],[135,17],[140,29],[145,13],[150,13],[155,12],[160,16],[165,11],[170,17],[175,10],[180,8],[185,9],[190,6],[195,12],[200,9],[205,12],[210,3],[215,7],[220,4],[225,3],[230,6],[235,2],[240,3],[245,3],[250,4],[255,4],[260,2],[265,3],[270,3],[275,1],[280,3],[290,1],[295,2],[300,2],[305,1],[310,3],[315,1],[320,2],[325,3],[330,5],[335,1],[340,2],[345,2],[355,3],[360,2],[365,2],[370,1],[375,4],[390,2],[395,2],[400,1],[405,1],[410,1],[415,5],[420,1],[430,3],[445,1],[450,1],[455,1],[460,1],[465,4],[470,1],[475,1],[480,1],[485,1],[490,2],[500,1],[505,2],[515,3],[520,2],[530,3],[535,1],[545,2],[550,1],[555,1],[560,1],[575,1],[585,1],[590,2],[595,1],[605,3],[615,3],[620,2],[645,3],[650,1],[660,1],[685,1],[690,2],[700,2],[710,1],[715,2],[730,2],[780,1],[800,1],[805,1],[815,2],[820,1],[830,1],[835,1],[840,2],[890,1],[920,1],[925,1],[930,1],[945,1],[950,1],[995,35],[1000,11]]",359306.910339466,96
Comanche County,Oklahoma,34.8468859,34.4830826,-98.1718,-98.7553662,34.6217102339817,-98.42859898109,1186.6,20547,58.2921683647216,90.6872048373571,115214,284184,197897,283225,610712,42,1491232,10.5,372808,35889239.9937317,109118831.427239,65328462.3741821,98644460.3365722,217724422.848304,14959.3786865234,526705416.98003,"[[0,3481],[5,5990],[10,5257],[15,2747],[20,1020],[25,409],[30,232],[35,159],[40,155],[45,129],[50,103],[55,73],[60,73],[65,55],[70,47],[75,54],[80,54],[85,28],[90,31],[95,24],[100,29],[105,22],[110,20],[115,27],[120,13],[125,20],[130,10],[135,14],[140,8],[145,14],[150,6],[155,14],[160,12],[165,6],[170,4],[175,7],[180,7],[185,4],[190,8],[195,4],[200,5],[205,4],[210,12],[215,3],[220,2],[225,6],[230,4],[235,5],[240,3],[245,3],[250,9],[255,4],[260,2],[265,1],[270,6],[275,2],[280,3],[285,1],[290,1],[295,3],[300,2],[305,3],[315,2],[320,3],[325,1],[335,4],[340,1],[345,1],[350,2],[355,3],[360,1],[365,1],[370,2],[375,2],[380,3],[385,3],[390,3],[395,1],[400,2],[405,1],[420,2],[425,1],[430,4],[450,1],[455,1],[460,2],[470,1],[475,1],[505,1],[520,1],[530,1],[540,2],[555,1],[570,1],[575,1],[585,1],[595,1],[610,2],[615,1],[645,1],[660,1],[675,1],[710,1],[715,1],[725,1],[765,2],[855,1],[860,1],[885,1],[910,1],[950,1],[995,11],[1000,7]]",356302.722894513,4
Contra Costa County,California,38.0584524,37.7213434,-121.570269,-122.4335636,37.9363901230674,-122.024927832278,1237.6,283478,97.4820064917755,91.1985741677283,1371389,4043947,3086676,3627688,5590132,42,17719832,10.5,4429958,437695008.319069,1551591851.14104,1064673844.27942,1278571464.95008,2039517028.86257,14958.1572265625,6372049197.55223,"[[0,44741],[5,89729],[10,70549],[15,38957],[20,17249],[25,7430],[30,3437],[35,1922],[40,1251],[45,944],[50,698],[55,611],[60,477],[65,407],[70,331],[75,283],[80,256],[85,211],[90,194],[95,214],[100,171],[105,152],[110,169],[115,148],[120,126],[125,131],[130,107],[135,89],[140,106],[145,84],[150,85],[155,78],[160,55],[165,76],[170,66],[175,68],[180,73],[185,64],[190,64],[195,48],[200,43],[205,44],[210,45],[215,44],[220,37],[225,40],[230,40],[235,42],[240,37],[245,34],[250,33],[255,31],[260,26],[265,22],[270,35],[275,23],[280,35],[285,30],[290,27],[295,12],[300,20],[305,20],[310,23],[315,18],[320,25],[325,15],[330,21],[335,15],[340,22],[345,27],[350,21],[355,15],[360,16],[365,12],[370,18],[375,13],[380,13],[385,13],[390,16],[395,13],[400,10],[405,10],[410,7],[415,12],[420,6],[425,8],[430,10],[435,7],[440,9],[445,7],[450,3],[455,6],[460,10],[465,6],[470,9],[475,10],[480,5],[485,8],[490,6],[495,10],[500,7],[505,6],[510,8],[515,8],[520,9],[525,4],[530,6],[535,4],[540,5],[545,3],[550,4],[555,5],[560,5],[565,2],[570,3],[575,5],[580,5],[585,3],[590,3],[595,2],[600,2],[605,6],[610,7],[615,3],[620,2],[625,3],[630,4],[635,2],[640,3],[645,4],[650,4],[655,7],[660,2],[665,6],[670,1],[675,5],[680,1],[685,3],[690,1],[700,2],[705,2],[710,4],[715,3],[720,3],[725,3],[730,4],[735,4],[740,5],[745,2],[750,2],[755,3],[760,2],[765,1],[770,3],[775,4],[780,4],[785,1],[790,1],[795,1],[800,2],[805,2],[810,3],[815,3],[820,3],[825,2],[830,3],[835,3],[840,1],[845,2],[850,1],[855,1],[860,1],[865,1],[870,1],[875,4],[890,1],[895,2],[900,1],[905,1],[915,2],[920,1],[925,3],[930,1],[935,1],[945,1],[950,1],[960,3],[965,1],[970,1],[975,1],[980,2],[985,3],[990,7],[995,110],[1000,39]]",1736731.17627438,18026
Cook County,Illinois,42.1541525,41.4698654,-87.5244485,-88.2633418,41.8487642263868,-87.7723237021468,977.5,758796,88.6330113172211,70.0765600613219,2107369,9057623,3252596,5205817,26656784,23,46280189,5.75,11570047.25,541065517.757869,2744142478.75493,891540680.892216,1414046704.80029,7765221120.98187,6542.77165527344,13356016503.1875,"[[0,307872],[5,281142],[10,79085],[15,27256],[20,12133],[25,7551],[30,5441],[35,4109],[40,3266],[45,2773],[50,2244],[55,1782],[60,1526],[65,1366],[70,1219],[75,1009],[80,909],[85,878],[90,794],[95,727],[100,694],[105,636],[110,566],[115,539],[120,511],[125,503],[130,405],[135,417],[140,375],[145,319],[150,335],[155,320],[160,288],[165,270],[170,233],[175,218],[180,217],[185,229],[190,237],[195,180],[200,177],[205,188],[210,175],[215,175],[220,159],[225,138],[230,138],[235,159],[240,147],[245,131],[250,136],[255,132],[260,114],[265,115],[270,93],[275,103],[280,101],[285,117],[290,97],[295,76],[300,97],[305,85],[310,95],[315,76],[320,74],[325,68],[330,67],[335,82],[340,58],[345,75],[350,70],[355,84],[360,64],[365,62],[370,62],[375,60],[380,69],[385,67],[390,59],[395,56],[400,47],[405,52],[410,49],[415,52],[420,49],[425,45],[430,44],[435,58],[440,37],[445,45],[450,59],[455,49],[460,44],[465,34],[470,33],[475,31],[480,37],[485,34],[490,43],[495,43],[500,33],[505,46],[510,31],[515,32],[520,29],[525,23],[530,34],[535,32],[540,24],[545,31],[550,31],[555,25],[560,28],[565,30],[570,34],[575,27],[580,30],[585,28],[590,14],[595,25],[600,22],[605,30],[610,26],[615,22],[620,27],[625,21],[630,24],[635,23],[640,36],[645,19],[650,16],[655,24],[660,17],[665,26],[670,21],[675,16],[680,21],[685,20],[690,22],[695,17],[700,18],[705,22],[710,23],[715,15],[720,19],[725,18],[730,19],[735,18],[740,20],[745,15],[750,12],[755,18],[760,11],[765,12],[770,13],[775,12],[780,19],[785,16],[790,14],[795,10],[800,11],[805,12],[810,15],[815,11],[820,15],[825,12],[830,13],[835,19],[840,13],[845,16],[850,17],[855,8],[860,9],[865,10],[870,8],[875,9],[880,15],[885,5],[890,8],[895,9],[900,6],[905,9],[910,13],[915,10],[920,9],[925,14],[930,7],[935,10],[940,10],[945,16],[950,8],[955,9],[960,6],[965,14],[970,10],[975,18],[980,19],[985,13],[990,60],[995,873],[1000,506]]",11056700.4729656,1383
Coryell County,Texas,31.6131777,31.0715531,-97.5033312,-98.1513956,31.1848073817625,-97.8626634206094,1162.8,6512,36.9619855482249,92.2510270576569,56353,94196,97157,102738,164931,45,515375,11.25,128843.75,17118324.0671753,34517050.6428161,32021678.839386,34563619.9060669,57832532.4889038,15226.1379882813,176053205.944348,"[[0,697],[5,1885],[10,1930],[15,1038],[20,365],[25,112],[30,61],[35,48],[40,36],[45,19],[50,38],[55,15],[60,19],[65,15],[70,20],[75,17],[80,3],[85,8],[90,3],[95,5],[100,2],[105,11],[110,10],[115,6],[120,7],[125,11],[130,10],[135,8],[140,4],[145,6],[150,5],[155,4],[160,8],[165,1],[170,4],[180,3],[185,4],[190,3],[195,1],[200,2],[205,1],[210,3],[215,2],[220,2],[225,3],[230,2],[235,4],[240,1],[265,1],[270,1],[275,1],[280,1],[285,1],[290,1],[295,1],[300,1],[305,2],[310,1],[315,2],[325,1],[335,1],[340,1],[350,1],[360,1],[370,1],[375,1],[380,1],[390,1],[400,3],[440,1],[445,1],[500,1],[505,2],[510,1],[525,1],[545,1],[560,1],[570,1],[575,1],[585,2],[600,1],[690,1],[705,1],[715,1],[740,1],[790,1],[800,1],[805,1],[925,1],[995,1],[1000,2]]",85612.2882596989,10
Coweta County,Georgia,33.5116451,33.2247993,-84.5224954,-84.9803928,33.3905680203829,-84.7155303418352,1088,2513,9.74562363238512,70.5304518664047,3604,39636,16486,23605,8507,27,91838,6.75,22959.5,1030811.81167602,12842351.5870178,4858476.54455567,7183860.18303223,2742018.13779907,8423.36231079102,28657518.2640808,"[[0,780],[5,953],[10,484],[15,155],[20,58],[25,33],[30,12],[35,11],[40,7],[45,5],[50,2],[60,2],[65,1],[70,1],[80,1],[85,1],[105,1],[110,1],[140,1],[180,1],[195,1],[200,1],[210,1]]",17039.3614132214,8
Cowlitz County,Washington,46.3799553,45.8587421,-122.2997193,-123.1220467,46.1165961441664,-122.900982259275,831.3,13609,77.0147396630934,84.5647175790716,83461,182276,144392,156026,506336,36,1072491,9,268122.75,18086872.9966522,47919239.9537169,34054598.2691925,37392520.5903412,127190569.326746,8698.90103759766,264643801.136649,"[[0,3176],[5,4225],[10,2426],[15,1441],[20,698],[25,362],[30,193],[35,123],[40,86],[45,79],[50,81],[55,58],[60,49],[65,50],[70,39],[75,42],[80,25],[85,28],[90,19],[95,14],[100,31],[105,22],[110,18],[115,20],[120,19],[125,13],[130,14],[135,14],[140,13],[145,10],[150,8],[155,9],[160,9],[165,8],[170,7],[175,10],[180,2],[185,4],[190,4],[195,3],[200,7],[205,4],[210,1],[215,5],[220,2],[225,4],[230,7],[235,4],[240,2],[245,4],[250,3],[255,1],[260,2],[265,5],[270,1],[275,3],[280,1],[285,1],[295,1],[300,3],[305,3],[310,1],[315,3],[320,2],[325,2],[330,1],[335,2],[340,5],[345,2],[350,1],[355,2],[360,1],[365,1],[370,3],[380,3],[385,2],[395,2],[415,2],[435,1],[450,4],[460,2],[465,1],[480,1],[495,2],[500,1],[505,1],[520,2],[530,1],[555,1],[565,1],[570,1],[580,2],[585,1],[595,2],[600,1],[620,1],[625,1],[655,2],[695,1],[710,1],[720,1],[750,1],[795,1],[805,1],[825,1],[835,2],[875,1],[885,1],[895,1],[950,1],[955,2],[975,1],[990,1],[995,11],[1000,1]]",70370.9947457434,7
Craighead County,Arkansas,35.9647044,35.714836,-90.3139169,-90.9381952,35.8282468807309,-90.6847301477834,1070.15,22769,86.8307552615365,85.035106065133,128632,400395,275228,348272,865392,43,2017919,10.75,504479.75,36286080.4677246,133713593.737299,82669413.2489078,104789563.850172,281756366.990521,13218.1682128906,639215018.29462,"[[0,3746],[5,6617],[10,5082],[15,2672],[20,1321],[25,701],[30,449],[35,286],[40,255],[45,168],[50,163],[55,118],[60,105],[65,81],[70,75],[75,65],[80,62],[85,65],[90,48],[95,38],[100,25],[105,32],[110,36],[115,30],[120,25],[125,19],[130,22],[135,24],[140,15],[145,16],[150,16],[155,12],[160,9],[165,12],[170,12],[175,12],[180,8],[185,11],[190,9],[195,13],[200,11],[205,10],[210,9],[215,7],[220,7],[225,2],[230,5],[235,2],[240,10],[245,6],[250,3],[255,6],[260,4],[265,8],[270,5],[275,4],[280,2],[285,9],[290,4],[295,4],[300,6],[305,5],[310,1],[315,1],[320,3],[325,3],[330,2],[335,1],[340,1],[345,3],[350,2],[355,2],[360,1],[365,3],[370,5],[375,2],[380,1],[385,1],[390,1],[395,1],[400,1],[405,2],[415,1],[420,3],[425,6],[430,2],[435,3],[440,2],[450,6],[455,1],[460,2],[480,1],[490,3],[495,1],[500,1],[505,1],[525,1],[530,3],[535,1],[540,2],[550,1],[555,2],[560,1],[565,1],[585,4],[595,1],[600,1],[605,3],[610,1],[615,2],[620,2],[630,2],[640,3],[645,1],[660,1],[680,1],[705,1],[735,2],[750,1],[755,1],[780,2],[815,3],[820,2],[840,2],[845,1],[855,1],[885,1],[890,2],[895,1],[900,1],[925,1],[935,1],[950,1],[960,2],[990,4],[995,27],[1000,4]]",390560.515421393,2
Crawford County,Arkansas,35.7621882,35.359663,-94.0488283,-94.4427906,35.4588267498392,-94.3137468467071,1082.05,10279,86.2486017897092,83.3184728864392,42023,165901,121744,137365,407461,44,874494,11,218623.5,11743739.9395508,56408635.9850951,36604136.5450318,41761504.9408265,133147243.185376,13688.9893554688,279665260.59588,"[[0,1514],[5,3073],[10,2488],[15,1356],[20,585],[25,259],[30,157],[35,132],[40,73],[45,75],[50,50],[55,48],[60,43],[65,32],[70,29],[75,32],[80,18],[85,16],[90,20],[95,18],[100,12],[105,18],[110,8],[115,12],[120,9],[125,7],[130,7],[135,14],[140,6],[145,7],[150,4],[155,5],[160,6],[165,2],[170,7],[175,5],[180,4],[185,2],[190,5],[195,3],[200,1],[205,3],[210,4],[215,2],[220,1],[225,2],[230,1],[235,2],[240,3],[245,3],[250,4],[255,3],[265,1],[270,4],[275,1],[280,2],[285,2],[295,2],[305,2],[315,2],[320,1],[330,1],[335,2],[340,2],[345,1],[350,1],[355,1],[360,1],[365,1],[375,2],[380,2],[410,1],[420,2],[425,1],[430,2],[435,1],[445,1],[460,3],[480,1],[495,1],[520,1],[535,1],[545,1],[550,1],[560,1],[580,1],[585,1],[605,1],[630,1],[650,1],[660,1],[680,1],[695,1],[700,1],[765,1],[780,1],[785,1],[790,1],[805,1],[815,1],[825,1],[850,2],[885,1],[905,1],[915,1],[930,1],[990,1],[995,14],[1000,3]]",170875.535144954,4
